,OG_Title,TMDB_Title,Release_Date,Rating,Genre,Budget,Runtime,Original_Language,MovieAge,Semester,Weekday,Date,Attendance
476,Der Tiger und der Schnee,The Tiger and the Snow,2005-10-14,6.771,"['Comedy', 'Drama', 'Romance']",35000000.0,114.0,it,558 days,Sommersemester 07,Wednesday,2007-04-25,47
477,Ein Freund von mir,A Friend of Mine,2006-10-05,6.6,['Drama'],0.0,84.0,de,209 days,Sommersemester 07,Wednesday,2007-05-02,124
478,Lichter der Vorstadt,Lights in the Dusk,2006-02-03,6.657,"['Drama', 'Comedy']",1380000.0,78.0,fi,460 days,Sommersemester 07,Wednesday,2007-05-09,35
479,Fremde Haut,Unveiled,2005-10-20,6.6,['Drama'],0.0,100.0,de,572 days,Sommersemester 07,Tuesday,2007-05-15,22
480,Skinhead Attitude,Skinhead Attitude,2003-08-08,7.2,['Documentary'],0.0,90.0,en,1383 days,Sommersemester 07,Tuesday,2007-05-22,18
481,Adams Äpfel,Adam's Apples,2005-04-15,7.468,"['Drama', 'Comedy', 'Crime']",3700000.0,94.0,da,768 days,Sommersemester 07,Wednesday,2007-05-23,65
482,Layer Cake,Layer Cake,2004-09-30,6.9,"['Drama', 'Thriller', 'Crime']",6500000.0,105.0,en,978 days,Sommersemester 07,Tuesday,2007-06-05,13
483,Requiem,Requiem,2006-03-02,6.591,['Drama'],0.0,92.0,de,461 days,Sommersemester 07,Wednesday,2007-06-06,8
484,Bamako,Bamako,2006-06-21,6.9,['Drama'],2000000.0,115.0,bm,356 days,Sommersemester 07,Tuesday,2007-06-12,43
485,Babel,Babel,2006-10-26,7.181,['Drama'],25000000.0,143.0,en,230 days,Sommersemester 07,Wednesday,2007-06-13,124
486,Uzak,Distant,2002-12-20,7.1,['Drama'],0.0,110.0,tr,1649 days,Sommersemester 07,Tuesday,2007-06-26,15
487,Barbarella,Barbarella,1968-10-10,6.0,"['Science Fiction', 'Adventure', 'Comedy', 'Fantasy']",9000000.0,98.0,en,14139 days,Sommersemester 07,Wednesday,2007-06-27,15
488,Kontroll,Kontroll,2003-11-20,7.131,"['Comedy', 'Crime', 'Thriller']",500000.0,107.0,hu,1322 days,Sommersemester 07,Wednesday,2007-07-04,12
489,L'Enfant,The Child,2005-10-19,7.15,['Drama'],0.0,95.0,fr,637 days,Sommersemester 07,Wednesday,2007-07-18,8
490,Der Baader-Meinhof-Komplex,The Baader Meinhof Complex,2008-09-25,6.935,"['Action', 'Crime', 'Drama', 'History', 'Thriller']",27000000.0,150.0,de,208 days,Sommersemester 09,Tuesday,2009-04-21,89
491,Vicky Cristina Barcelona,Vicky Cristina Barcelona,2008-08-15,6.797,"['Drama', 'Romance']",15000000.0,96.0,en,257 days,Sommersemester 09,Wednesday,2009-04-29,111
492,Ich habe den englischen König bedient,I Served the King of England,2007-01-11,6.878,['Comedy'],0.0,115.0,cs,846 days,Sommersemester 09,Wednesday,2009-05-06,13
493,The Acid House,The Acid House,1998-12-31,6.224,"['Comedy', 'Drama']",900000.0,107.0,en,3792 days,Sommersemester 09,Tuesday,2009-05-19,28
494,Across the Universe,Across the Universe,2007-09-14,7.132,"['Drama', 'Romance', 'Fantasy']",45000000.0,133.0,en,614 days,Sommersemester 09,Wednesday,2009-05-20,24
495,Robert Zimmermann wundert sich über die Liebe,Robert Zimmermann Is Tangled Up in Love,2008-08-28,6.78,"['Comedy', 'Romance']",0.0,102.0,de,272 days,Sommersemester 09,Wednesday,2009-05-27,74
496,Frost / Nixon,Frost/Nixon,2008-10-15,7.295,"['Drama', 'History']",25000000.0,122.0,en,237 days,Sommersemester 09,Tuesday,2009-06-09,69
497,Berlin Calling,Berlin Calling,2008-10-01,6.8,"['Comedy', 'Drama', 'Music']",0.0,105.0,de,252 days,Sommersemester 09,Wednesday,2009-06-10,35
498,The Breakfast Club,The Breakfast Club,1985-02-15,7.747,"['Comedy', 'Drama']",1000000.0,98.0,en,8887 days,Sommersemester 09,Tuesday,2009-06-16,33
499,Der Sohn von Rambow,Son of Rambow,2007-01-22,6.727,['Comedy'],4913400.0,96.0,en,877 days,Sommersemester 09,Wednesday,2009-06-17,20
500,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,2008-12-25,7.584,"['Drama', 'Fantasy', 'Romance']",150000000.0,166.0,en,181 days,Sommersemester 09,Wednesday,2009-06-24,83
501,It’s a free World,It's a Free World...,2007-09-28,6.5,['Drama'],0.0,96.0,en,655 days,Sommersemester 09,Tuesday,2009-07-14,11
502,Tage und Wolken,Days and Clouds,2007-10-26,6.8,"['Drama', 'Romance', 'Comedy']",0.0,116.0,it,634 days,Sommersemester 09,Tuesday,2009-07-21,6
503,Dungeons & Dragons,Dungeons & Dragons: Honor Among Thieves,2023-03-23,7.382,"['Adventure', 'Fantasy', 'Comedy']",151000000.0,134.0,en,215 days,Wintersemester 2324,Tuesday,2023-10-24,51
504,The Conjuring,The Conjuring,2013-07-18,7.54,"['Horror', 'Thriller']",13000000.0,112.0,en,3752 days,Wintersemester 2324,Thursday,2023-10-26,56
505,The Exorcist,The Exorcist,1973-12-26,7.73,"['Horror', 'Thriller', 'Drama']",12000000.0,122.0,en,18206 days,Wintersemester 2324,Tuesday,2023-10-31,10
506,Close,Close,2022-11-01,7.8,['Drama'],0.0,104.0,fr,371 days,Wintersemester 2324,Tuesday,2023-11-07,6
507,Passagiere der Nacht,The Passengers of the Night,2022-05-04,6.9,['Drama'],4300000.0,111.0,fr,553 days,Wintersemester 2324,Wednesday,2023-11-08,5
508,Der Club der toten Dichter,Dead Poets Society,1989-06-02,8.314,['Drama'],16400000.0,128.0,en,12583 days,Wintersemester 2324,Tuesday,2023-11-14,30
509,Roter Himmel,Afire,2023-04-20,7.0,"['Drama', 'Romance', 'Comedy']",0.0,103.0,de,209 days,Wintersemester 2324,Wednesday,2023-11-15,7
510,Mona Lisa and the Blood Moon,Mona Lisa and the Blood Moon,2022-09-30,6.267,"['Mystery', 'Fantasy', 'Thriller']",0.0,106.0,en,417 days,Wintersemester 2324,Tuesday,2023-11-21,6
511,Der Gott des Gemetzels,Carnage,2011-09-16,7.171,"['Comedy', 'Drama']",25000000.0,80.0,en,4450 days,Wintersemester 2324,Wednesday,2023-11-22,18
512,All the Beauty and the Bloodshed,All the Beauty and the Bloodshed,2022-11-23,7.426,['Documentary'],0.0,122.0,en,371 days,Wintersemester 2324,Wednesday,2023-11-29,8
513,Barbie,Barbie,2023-07-19,7.068,"['Comedy', 'Adventure']",145000000.0,114.0,en,139 days,Wintersemester 2324,Tuesday,2023-12-05,124
514,Oppenheimer,Oppenheimer,2023-07-19,8.103,"['Drama', 'History']",100000000.0,181.0,en,140 days,Wintersemester 2324,Wednesday,2023-12-06,28
515,The Whale,The Whale,2022-12-09,7.867,['Drama'],3000000.0,117.0,en,368 days,Wintersemester 2324,Tuesday,2023-12-12,12
516,How to Blow Up a Pipeline,How to Blow Up a Pipeline,2023-04-07,6.5,"['Crime', 'Drama', 'Thriller']",0.0,104.0,en,250 days,Wintersemester 2324,Wednesday,2023-12-13,11
517,Talk to Me,Talk to Me,2023-07-26,7.172,"['Horror', 'Thriller']",4500000.0,95.0,en,146 days,Wintersemester 2324,Tuesday,2023-12-19,7
518,Come and See,Come and See,1985-10-17,8.26,"['Drama', 'War']",0.0,142.0,ru,13943 days,Wintersemester 2324,Wednesday,2023-12-20,11
519,Monsieur Claude und seine Töchter,Serial (Bad) Weddings 2,2019-01-30,5.882,['Comedy'],18500000.0,99.0,fr,1442 days,Wintersemester 2223,Wednesday,2023-01-11,2
520,Weathering With You,Weathering with You,2019-06-19,8.0,"['Animation', 'Drama', 'Fantasy', 'Romance']",0.0,112.0,ja,1307 days,Wintersemester 2223,Monday,2023-01-16,61
521,Chungking Express,Chungking Express,1994-07-14,7.989,"['Drama', 'Comedy', 'Romance']",160000.0,103.0,cn,10414 days,Wintersemester 2223,Tuesday,2023-01-17,0
522,Fallen Angels,Fallen Angels,1995-09-06,7.704,"['Action', 'Romance', 'Crime']",0.0,98.0,cn,10001 days,Wintersemester 2223,Monday,2023-01-23,16
523,Nina Wu,Nina Wu,2019-10-10,6.8,"['Drama', 'Thriller']",0.0,102.0,zh,1202 days,Wintersemester 2223,Tuesday,2023-01-24,9
524,Sick of Myself,Sick of Myself,2022-09-30,7.3,"['Comedy', 'Drama']",0.0,97.0,no,136 days,Wintersemester 2223,Monday,2023-02-13,2
525,Joy Ride,Joy Ride,2001-10-05,6.5,"['Mystery', 'Thriller', 'Drama']",23000000.0,97.0,en,7802 days,Wintersemester 2223,Tuesday,2023-02-14,2
526,American History X,American History X,1998-07-01,8.347,['Drama'],20000000.0,119.0,en,6320 days,Wintersemester 1516,Tuesday,2015-10-20,15
527,Frau Müller muss weg,Frau Müller muss weg!,2015-01-15,6.048,['Comedy'],0.0,88.0,de,285 days,Wintersemester 1516,Tuesday,2015-10-27,47
528,Kingsman,Kingsman: The Secret Service,2014-12-13,7.633,"['Crime', 'Comedy', 'Action', 'Adventure']",81000000.0,129.0,en,325 days,Wintersemester 1516,Tuesday,2015-11-03,29
529,Heil,Heil,2015-07-16,4.973,['Comedy'],0.0,102.0,de,117 days,Wintersemester 1516,Tuesday,2015-11-10,33
530,Violette,Violette,2013-09-06,5.9,['Drama'],0.0,132.0,fr,796 days,Wintersemester 1516,Wednesday,2015-11-11,7
531,Frank,Frank,2014-05-09,6.876,"['Comedy', 'Drama', 'Mystery']",1000000.0,95.0,en,557 days,Wintersemester 1516,Tuesday,2015-11-17,37
532,"Ich seh, ich seh",Goodnight Mommy,2014-10-07,6.701,"['Horror', 'Thriller', 'Mystery']",0.0,100.0,de,413 days,Wintersemester 1516,Tuesday,2015-11-24,18
533,Blade Runner,Blade Runner,1982-06-25,7.935,"['Science Fiction', 'Drama', 'Thriller']",28000000.0,118.0,en,12206 days,Wintersemester 1516,Wednesday,2015-11-25,37
534,Big Eyes,Big Eyes,2014-12-24,7.0,['Drama'],10000000.0,106.0,en,342 days,Wintersemester 1516,Tuesday,2015-12-01,32
535,Von Caligari zu Hitler,From Caligari to Hitler,2015-05-28,7.4,"['Documentary', 'History']",0.0,114.0,de,194 days,Wintersemester 1516,Tuesday,2015-12-08,28
536,Peter Pan,Peter Pan,2003-12-18,7.177,"['Adventure', 'Fantasy', 'Family']",100000000.0,113.0,en,4380 days,Wintersemester 1516,Tuesday,2015-12-15,50
537,Whiplash,Whiplash,2014-10-10,8.383,"['Drama', 'Music']",3300000.0,107.0,en,452 days,Wintersemester 1516,Tuesday,2016-01-05,34
538,Er ist wieder da,Look Who's Back,2015-10-08,6.8,['Comedy'],3196621.0,116.0,de,96 days,Wintersemester 1516,Tuesday,2016-01-12,313
539,Butterfly Effect,The Butterfly Effect,2004-01-17,7.567,"['Science Fiction', 'Thriller']",13000000.0,120.0,en,4379 days,Wintersemester 1516,Wednesday,2016-01-13,32
540,Réalité,Reality,2015-02-18,7.099,['Comedy'],0.0,87.0,fr,335 days,Wintersemester 1516,Tuesday,2016-01-19,12
541,Eine deutsche Jugend,A German Youth,2015-02-07,7.0,['Documentary'],0.0,93.0,fr,353 days,Wintersemester 1516,Tuesday,2016-01-26,13
542,Still the Water,Still the Water,2014-06-01,6.885,"['Drama', 'Romance']",0.0,121.0,ja,605 days,Wintersemester 1516,Wednesday,2016-01-27,22
543,La Haine,La Haine,1995-05-31,8.093,['Drama'],2600000.0,98.0,fr,7559 days,Wintersemester 1516,Tuesday,2016-02-09,2
544,About a Girl,About a Girl,2015-08-06,6.9,"['Drama', 'Comedy']",0.0,104.0,de,194 days,Wintersemester 1516,Tuesday,2016-02-16,12
545,Argo,Argo,2012-10-11,7.276,"['Drama', 'Thriller']",44500000.0,120.0,en,187 days,Sommersemester 13,Tuesday,2013-04-16,66
546,Moderne Zeiten,Modern Times,1936-02-05,8.293,"['Comedy', 'Drama', 'Romance']",1500000.0,87.0,en,28202 days,Sommersemester 13,Tuesday,2013-04-23,12
547,7 Psychos,Seven Psychopaths,2012-10-12,6.8,"['Comedy', 'Crime']",15000000.0,110.0,en,194 days,Sommersemester 13,Wednesday,2013-04-24,47
548,Helen,Helen,2009-01-16,6.643,['Drama'],8000000.0,120.0,en,1565 days,Sommersemester 13,Tuesday,2013-04-30,5
549,Robot and Frank,Robot & Frank,2012-08-16,6.921,"['Science Fiction', 'Comedy', 'Drama', 'Crime']",2500000.0,85.0,en,264 days,Sommersemester 13,Tuesday,2013-05-07,29
550,Der Hobbit - Eine unerwartete Reise,The Hobbit: An Unexpected Journey,2012-12-12,7.4,"['Adventure', 'Fantasy', 'Action']",250000000.0,169.0,en,147 days,Sommersemester 13,Wednesday,2013-05-08,104
551,The Angels' Share,The Angels' Share,2012-06-01,6.989,"['Drama', 'Comedy']",0.0,101.0,en,348 days,Sommersemester 13,Wednesday,2013-05-15,13
552,Pulp Fiction,Pulp Fiction,1994-09-10,8.5,"['Thriller', 'Crime']",8500000.0,154.0,en,6836 days,Sommersemester 13,Wednesday,2013-05-29,59
553,Django Unchained,Django Unchained,2012-12-25,8.178,"['Drama', 'Western']",100000000.0,165.0,en,161 days,Sommersemester 13,Tuesday,2013-06-04,87
554,Yossi,Yossi,2012-05-16,6.9,"['Drama', 'Romance']",500000.0,84.0,he,391 days,Sommersemester 13,Tuesday,2013-06-11,3
555,The Master,The Master,2012-09-07,7.137,['Drama'],32000000.0,137.0,en,278 days,Sommersemester 13,Wednesday,2013-06-12,25
556,Beasts of the Southern Wild,Beasts of the Southern Wild,2012-06-29,6.817,"['Drama', 'Fantasy']",1800000.0,93.0,en,354 days,Sommersemester 13,Tuesday,2013-06-18,14
557,Die Haut in der ich wohne,The Skin I Live In,2011-08-17,7.515,"['Drama', 'Horror', 'Mystery', 'Thriller']",13000000.0,120.0,es,672 days,Sommersemester 13,Wednesday,2013-06-19,15
558,Drachenmädchen,Dragon Girls,2012-11-29,6.8,"['Documentary', 'Action', 'Drama']",0.0,90.0,de,208 days,Sommersemester 13,Tuesday,2013-06-25,29
559,Cloud Atlas,Cloud Atlas,2012-10-26,6.884,"['Drama', 'Science Fiction']",102000000.0,172.0,en,243 days,Sommersemester 13,Wednesday,2013-06-26,84
560,XXY,XXY,2007-06-14,6.846,['Drama'],0.0,86.0,es,2210 days,Sommersemester 13,Tuesday,2013-07-02,21
561,Monsieur Lazhar,Monsieur Lazhar,2011-09-10,7.102,"['Drama', 'Comedy']",0.0,94.0,fr,662 days,Sommersemester 13,Wednesday,2013-07-03,22
562,Die Farbe,The Color Out of Space,2010-10-30,6.4,"['Science Fiction', 'Horror']",0.0,85.0,de,991 days,Sommersemester 13,Wednesday,2013-07-17,18
563,Wer ist Hanna?,Hanna,2011-04-07,6.589,"['Action', 'Thriller', 'Adventure']",30000000.0,111.0,en,194 days,Wintersemester 1112,Tuesday,2011-10-18,80
564,Four Lions,Four Lions,2010-05-07,6.951,"['Comedy', 'Crime', 'Drama']",3900000.0,97.0,en,530 days,Wintersemester 1112,Wednesday,2011-10-19,51
565,From Beginning to End,From Beginning to End,2009-11-12,6.6,"['Romance', 'Drama']",0.0,105.0,pt,712 days,Wintersemester 1112,Tuesday,2011-10-25,18
566,The King's Speech,The King's Speech,2010-11-26,7.742,"['Drama', 'History']",15000000.0,118.0,en,341 days,Wintersemester 1112,Wednesday,2011-11-02,180
567,The Bang Bang Club,The Bang Bang Club,2011-04-22,6.6,"['Drama', 'History']",0.0,106.0,en,200 days,Wintersemester 1112,Tuesday,2011-11-08,67
568,"Au revoir, Taipeh",Au Revoir Taipei,2010-04-02,5.7,['Comedy'],0.0,85.0,zh,592 days,Wintersemester 1112,Tuesday,2011-11-15,23
569,Der Name der Leute,The Names of Love,2010-11-24,7.314,"['Drama', 'Comedy', 'Romance']",4600000.0,100.0,fr,357 days,Wintersemester 1112,Wednesday,2011-11-16,58
570,Angst essen Seele auf,Ali: Fear Eats the Soul,1974-06-05,7.716,"['Romance', 'Drama']",130000.0,93.0,de,13684 days,Wintersemester 1112,Tuesday,2011-11-22,9
571,Paper Man,Paper Man,2009-06-15,6.283,"['Comedy', 'Drama']",0.0,110.0,en,891 days,Wintersemester 1112,Wednesday,2011-11-23,26
572,Almanya - Willkommen in Deutschland,Almanya: Welcome to Germany,2011-05-13,6.6,"['Drama', 'Comedy']",0.0,101.0,de,201 days,Wintersemester 1112,Wednesday,2011-11-30,66
573,Belgrad Radio Taxi,The Woman with a Broken Nose,2010-09-01,6.84,"['Romance', 'Drama', 'Comedy']",0.0,100.0,sr,462 days,Wintersemester 1112,Wednesday,2011-12-07,20
574,Alles koscher!,The Infidel,2010-02-18,6.1,"['Comedy', 'Drama']",0.0,105.0,en,664 days,Wintersemester 1112,Wednesday,2011-12-14,43
575,Die Kinder der Seidenstraße,The Children of Huang Shi,2008-04-03,6.8,"['Drama', 'War']",40000000.0,125.0,zh,1356 days,Wintersemester 1112,Tuesday,2011-12-20,19
576,The Tree of Life,The Tree of Life,2011-05-17,6.738,"['Drama', 'Fantasy']",32000000.0,139.0,en,218 days,Wintersemester 1112,Wednesday,2011-12-21,56
577,Toast,Toast,2010-12-30,6.6,"['Drama', 'Comedy', 'History', 'Family']",0.0,96.0,en,377 days,Wintersemester 1112,Wednesday,2012-01-11,33
578,The Guard,The Guard,2011-07-07,6.983,"['Action', 'Comedy', 'Thriller', 'Crime']",6000000.0,96.0,en,195 days,Wintersemester 1112,Wednesday,2012-01-18,78
579,Wasser für die Elefanten,Water for Elephants,2011-04-15,6.945,"['Drama', 'Romance']",38000000.0,122.0,en,284 days,Wintersemester 1112,Tuesday,2012-01-24,104
580,Kleine schmutzige Tricks,Dirty Pretty Things,2002-09-05,6.9,"['Crime', 'Drama', 'Thriller']",0.0,97.0,en,964 days,Sommersemester 05,Tuesday,2005-04-26,67
581,Mathilde - Eine große Liebe,A Very Long Engagement,2004-10-27,7.325,"['Drama', 'Romance', 'War']",47000000.0,133.0,fr,182 days,Sommersemester 05,Wednesday,2005-04-27,198
582,Just a kiss,Just a Kiss,2002-06-15,4.5,"['Comedy', 'Romance']",0.0,89.0,en,1053 days,Sommersemester 05,Tuesday,2005-05-03,73
583,Before Night Falls,Before Night Falls,2000-09-03,6.6,['Drama'],0.0,134.0,en,1704 days,Sommersemester 05,Wednesday,2005-05-04,63
584,Die Geschichte vom weinenden Kamel,The Story of the Weeping Camel,2003-06-29,7.1,"['Documentary', 'Drama']",0.0,91.0,mn,681 days,Sommersemester 05,Tuesday,2005-05-10,109
585,Außer Atem,Breathless,1960-03-16,7.547,"['Drama', 'Crime']",0.0,90.0,fr,16506 days,Sommersemester 05,Wednesday,2005-05-25,7
586,My Architect,My Architect: A Son's Journey,2003-11-12,6.9,['Documentary'],0.0,116.0,en,566 days,Sommersemester 05,Tuesday,2005-05-31,39
587,Tricks,Tricks,1997-12-27,6.98,"['Drama', 'TV Movie']",0.0,96.0,en,2713 days,Sommersemester 05,Wednesday,2005-06-01,29
588,Mambo Italiano,Mambo Italiano,2003-06-06,5.981,"['Comedy', 'Romance']",4361898.0,89.0,en,739 days,Sommersemester 05,Tuesday,2005-06-14,51
589,Am achten Tag,The Eighth Day,1996-05-22,7.333,['Drama'],0.0,118.0,fr,3325 days,Sommersemester 05,Wednesday,2005-06-29,21
590,Sexy Beast,Sexy Beast,2001-01-12,6.978,"['Crime', 'Drama', 'Thriller']",5000000.0,89.0,en,1643 days,Sommersemester 05,Wednesday,2005-07-13,9
591,Uzumaki,Uzumaki,2000-02-11,5.9,"['Mystery', 'Fantasy', 'Horror']",1000000.0,90.0,ja,1986 days,Sommersemester 05,Wednesday,2005-07-20,34
592,Lichter,Distant Lights,2003-02-11,7.4,['Drama'],0.0,105.0,de,896 days,Sommersemester 05,Tuesday,2005-07-26,25
593,Mystic River,Mystic River,2003-03-03,7.74,"['Thriller', 'Crime', 'Drama', 'Mystery']",25000000.0,138.0,en,877 days,Sommersemester 05,Wednesday,2005-07-27,14
594,Jalla! Jalla!,The Best Man's Wedding,2000-12-22,6.3,"['Comedy', 'Drama']",0.0,88.0,sv,1641 days,Sommersemester 05,Monday,2005-06-20,17
595,Der Mann ohne Vergangenheit,The Man Without a Past,1970-04-26,7.86,['Documentary'],0.0,69.0,de,12840 days,Sommersemester 05,Tuesday,2005-06-21,32
596,Kitchen Stories,Kitchen Stories,2004-01-02,7.0,"['Drama', 'Comedy']",0.0,95.0,no,537 days,Sommersemester 05,Wednesday,2005-06-22,58
597,Slumdog Millionär,Slumdog Millionaire,2008-11-12,7.73,"['Drama', 'Romance']",15000000.0,120.0,en,349 days,Wintersemester 0910,Tuesday,2009-10-27,162
598,O'Horten,O'Horten,2007-12-26,6.5,"['Drama', 'Comedy']",0.0,90.0,no,672 days,Wintersemester 0910,Wednesday,2009-10-28,45
599,Die rechte und die linke Hand des Teufels,They Call Me Trinity,1970-12-22,7.567,"['Action', 'Comedy', 'Western']",0.0,115.0,it,14196 days,Wintersemester 0910,Tuesday,2009-11-03,38
600,The Limits of Control,The Limits of Control,2009-05-01,6.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",0.0,116.0,en,187 days,Wintersemester 0910,Wednesday,2009-11-04,48
601,Mitte Ende August,Sometime in August,2009-02-08,6.68,['Drama'],0.0,92.0,de,276 days,Wintersemester 0910,Wednesday,2009-11-11,45
602,Gran Torino,Gran Torino,2008-12-12,7.993,['Drama'],33000000.0,116.0,en,341 days,Wintersemester 0910,Wednesday,2009-11-18,120
603,Garage,Garage,2007-10-05,6.7,"['Comedy', 'Drama']",0.0,85.0,en,782 days,Wintersemester 0910,Wednesday,2009-11-25,20
604,El bano del Papa,The Pope's Toilet,2007-05-21,6.9,"['Drama', 'Comedy']",0.0,90.0,es,925 days,Wintersemester 0910,Tuesday,2009-12-01,22
605,Gigante,Giant,2009-03-25,6.3,"['Drama', 'Romance']",0.0,88.0,es,258 days,Wintersemester 0910,Tuesday,2009-12-08,33
606,Bienvenue chez les Ch'tis,Welcome to the Sticks,2008-02-20,6.675,"['Comedy', 'Drama', 'Romance']",11000000.0,106.0,fr,658 days,Wintersemester 0910,Wednesday,2009-12-09,66
607,Inglourious Basterds,Inglourious Basterds,2009-08-02,8.218,"['Drama', 'Thriller', 'War']",70000000.0,153.0,en,135 days,Wintersemester 0910,Tuesday,2009-12-15,259
608,Dream Boy,Dream Boy,2008-10-24,6.103,"['Drama', 'Romance']",1200000.0,88.0,en,438 days,Wintersemester 0910,Tuesday,2010-01-05,17
609,Captain Abu Raed,Captain Abu Raed,2008-02-06,7.7,['Drama'],0.0,102.0,en,700 days,Wintersemester 0910,Wednesday,2010-01-06,21
610,The Pervert's Guide to Cinema,The Pervert's Guide to Cinema,2006-10-06,7.3,['Documentary'],0.0,151.0,en,1194 days,Wintersemester 0910,Tuesday,2010-01-12,41
611,Alice's Restaurant,Alice's Restaurant,1969-08-20,6.2,"['Drama', 'Comedy']",0.0,111.0,en,14763 days,Wintersemester 0910,Wednesday,2010-01-20,23
612,Taking Woodstock,Taking Woodstock,2009-08-26,6.2,"['Music', 'Comedy', 'Drama']",30000000.0,120.0,en,161 days,Wintersemester 0910,Wednesday,2010-02-03,88
613,Mad Max,Mad Max,1979-04-12,6.7,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",350000.0,91.0,en,13515 days,Sommersemester 16,Tuesday,2016-04-12,78
614,Taxi Teheran,Taxi,2015-04-15,7.05,"['Comedy', 'Drama']",0.0,82.0,fa,364 days,Sommersemester 16,Wednesday,2016-04-13,29
615,Gone Girl,Gone Girl,2014-10-01,7.893,"['Mystery', 'Thriller', 'Drama']",61000000.0,149.0,en,566 days,Sommersemester 16,Tuesday,2016-04-19,94
616,Von Caligari zu Hitler,From Caligari to Hitler,2015-05-28,7.4,"['Documentary', 'History']",0.0,114.0,de,328 days,Sommersemester 16,Wednesday,2016-04-20,5
617,Berandal,The Raid 2,2014-03-27,7.6,"['Action', 'Crime', 'Thriller']",4500000.0,150.0,id,761 days,Sommersemester 16,Tuesday,2016-04-26,22
618,Her,Her,2013-12-18,7.9,"['Romance', 'Science Fiction', 'Drama']",23000000.0,126.0,en,861 days,Sommersemester 16,Wednesday,2016-04-27,65
619,Inside Out,Inside Out,2015-06-09,7.916,"['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']",175000000.0,95.0,en,329 days,Sommersemester 16,Tuesday,2016-05-03,140
620,The Lobster,The Lobster,2015-10-15,7.0,"['Comedy', 'Drama', 'Romance']",4000000.0,119.0,en,202 days,Sommersemester 16,Wednesday,2016-05-04,61
621,Spotlight,Spotlight,2015-11-06,7.817,"['Drama', 'History']",20000000.0,129.0,en,186 days,Sommersemester 16,Tuesday,2016-05-10,61
622,Malala,He Named Me Malala,2015-09-12,6.7,['Documentary'],0.0,87.0,en,242 days,Sommersemester 16,Wednesday,2016-05-11,100
623,Star Wars,Star Wars,1977-05-25,8.203,"['Adventure', 'Action', 'Science Fiction']",11000000.0,121.0,en,14244 days,Sommersemester 16,Tuesday,2016-05-24,114
624,The Hours,The Hours,2002-12-27,7.302,['Drama'],25000000.0,114.0,en,4898 days,Sommersemester 16,Wednesday,2016-05-25,17
625,Ich und Earl und das Mädchen,Me and Earl and the Dying Girl,2015-06-12,7.542,"['Drama', 'Comedy']",0.0,105.0,en,354 days,Sommersemester 16,Tuesday,2016-05-31,19
626,Mustang,Mustang,2015-06-17,7.769,['Drama'],1300000.0,97.0,tr,350 days,Sommersemester 16,Wednesday,2016-06-01,34
627,Legend,Legend,2015-09-09,7.042,"['Crime', 'Thriller']",25000000.0,132.0,en,272 days,Sommersemester 16,Tuesday,2016-06-07,73
628,Die Melodie des Meeres,Song of the Sea,2014-09-06,8.013,"['Family', 'Animation', 'Fantasy']",0.0,93.0,en,647 days,Sommersemester 16,Tuesday,2016-06-14,62
629,Krigen,A War,2015-09-10,6.649,"['Drama', 'War']",0.0,115.0,da,279 days,Sommersemester 16,Wednesday,2016-06-15,7
630,The Hateful 8,The Hateful Eight,2015-12-25,7.751,"['Drama', 'Mystery', 'Western']",44000000.0,188.0,en,179 days,Sommersemester 16,Tuesday,2016-06-21,76
631,Night Moves,Night Moves,1975-02-27,6.652,"['Crime', 'Mystery', 'Drama']",0.0,100.0,en,15091 days,Sommersemester 16,Wednesday,2016-06-22,12
632,Deathgasm,Deathgasm,2015-08-28,6.299,"['Comedy', 'Horror', 'Music']",0.0,86.0,en,305 days,Sommersemester 16,Tuesday,2016-06-28,28
633,Suffragette,Suffragette,2015-10-16,7.25,"['Drama', 'History']",14000000.0,106.0,en,257 days,Sommersemester 16,Wednesday,2016-06-29,48
634,The Revenant,The Revenant,2015-12-25,7.531,"['Western', 'Drama', 'Adventure']",135000000.0,157.0,en,193 days,Sommersemester 16,Tuesday,2016-07-05,49
635,Das brandneue Testament,The Brand New Testament,2015-09-02,6.7,"['Comedy', 'Fantasy']",8700000.0,114.0,fr,308 days,Sommersemester 16,Wednesday,2016-07-06,68
636,Der Bunker,The Bunker,2015-02-07,6.2,"['Comedy', 'Drama', 'Horror']",0.0,85.0,de,521 days,Sommersemester 16,Tuesday,2016-07-12,38
637,Dune,Dune,2021-09-15,7.78,"['Science Fiction', 'Adventure']",165000000.0,155.0,en,202 days,Sommersemester 22,Tuesday,2022-04-05,40
638,Berlin Alexanderplatz,Berlin Alexanderplatz,2020-06-25,7.0,['Drama'],0.0,184.0,de,650 days,Sommersemester 22,Wednesday,2022-04-06,0
639,The Father,The Father,2020-12-23,8.129,['Drama'],6000000.0,96.0,en,470 days,Sommersemester 22,Thursday,2022-04-07,0
640,Die nackte Kanone,Naked Gun 33⅓: The Final Insult,1994-03-18,6.5,"['Comedy', 'Crime']",30000000.0,83.0,en,10252 days,Sommersemester 22,Tuesday,2022-04-12,7
